id,name,birthdate,deathdate
7560,Stuart Whitman,01/02/1928,
7561,Stuart Wilson,,
7562,Sue Corcoran,,
7563,Sullivan Stapleton,14/06/1977,
7564,Sumalee Montano,03/08/1972,
7565,Summer Napoles,,
7566,Summer Phoenix,10/12/1978,
7567,Sung-jun Yoo,,
7568,Sung-kee Ahn,01/01/1952,
7569,Sunil Narkar,,
7570,Sunil Shetty,11/08/1961,
7571,Sunny Mabrey,28/11/1975,
7572,Suraj Sharma,21/03/1993,
7573,Susan Blommaert,13/10/1947,
7574,Susan Chambers,,
7575,Susan Clark,08/03/1940,
7576,Susan Gardner,,
7577,Susan Hampshire,12/05/1937,
7578,Susan Hogan,,
7579,Susan May Pratt,08/02/1974,
7580,Susan Seidelman,11/12/1952,
7581,Susan Stroman,17/10/1954,
7582,Susan Tyrrell,18/03/1945,16/06/2012
7583,Susan Ward,15/04/1976,
7584,Susanna Thompson,27/01/1958,
7585,Susanna White,,
7586,Susannah York,09/01/1939,15/01/2011
7587,Susanne Bier,15/04/1960,
7588,Susanne Lothar,15/11/1960,21/07/2012
7589,Susie Abromeit,15/11/1982,
7590,Susie Essman,31/05/1955,
7591,Sut Jhally,29/05/1955,
7592,Suzi Lorraine,15/02/1978,
7593,Suzie Plakson,03/06/1958,
7594,Suzie Steen,,
7595,Sven Nordin,06/02/1957,
7596,Sven-Ole Thorsen,24/09/1944,
7597,Swami Krishnanad,,
7598,Swoosie Kurtz,06/09/1944,
7599,Syamsul Arifin,,
7600,Sydelle Noel,,
7601,Sydney Penny,07/08/1971,
7602,Sydney Pollack,01/07/1934,26/05/2008
7603,Sylvain Chomet,10/11/1963,
7604,Sylvain White,,
7605,Sylvester Stallone,06/07/1946,
7606,Sylvia Eckhausen,1889-07-20,03/09/1967
7607,Sylvia Syms,06/01/1934,
7608,Sylvio Tabet,,
7609,SynnÃ¸ve Macody Lund,,
7610,T.C. Stallings,01/12/1977,
7611,T.I.,25/09/1980,
7612,T.J. Storm,,
7613,T.J. Thyne,07/03/1975,
7614,T.R. Silambarasan,03/02/1983,
7615,T.V. Carpio,,
7616,Tabu,04/11/1971,
7617,Tac Fitzgerald,05/07/1981,
7618,Tadanobu Asano,27/11/1973,
7619,Tadeo Garcia,31/01/1977,
7620,Taedong Park,,
7621,Taika Waititi,16/08/1975,
7622,Takao Okawara,20/12/1949,
7623,Takashi Miike,24/08/1960,
7624,Takashi Shimizu,27/07/1972,
7625,Takashi Shimura,12/03/1905,11/02/1982
7626,Takeshi Kaneshiro,11/10/1973,
7627,Takeshi Kitano,18/01/1947,
7628,Takeshi Kusao,20/11/1965,
7629,Takuya Kimura,13/11/1972,
7630,Tal Bachman,13/08/1968,
7631,Talia Shire,25/04/1946,
7632,Talia Zucker,,
7633,Taliesin Jaffe,19/01/1977,
7634,Talisa Soto,27/03/1967,
7635,Talulah Riley,26/09/1985,
7636,Tamala Jones,12/11/1974,
7637,Tamannaah Bhatia,21/12/1989,
7638,Tamar Novas,03/10/1986,
7639,Tamara Glynn,,
7640,Tamara Jenkins,02/05/1962,
7641,Tamara Taylor,27/09/1970,
7642,Tamara Toumanova,02/03/1919,29/05/1996
7643,Tamara Tunie,14/03/1959,
7644,Tammin Sursok,19/08/1983,
7645,Tammy Blanchard,14/12/1976,
7646,Tammy Davis,06/11/1958,
7647,Tamra Davis,22/01/1962,
7648,Tamsin Egerton,26/11/1988,
7649,Tania Saulnier,05/03/1982,
7650,Tanner Beard,16/09/1984,
7651,Tannishtha Chatterjee,,
7652,Tanya Roberts,15/10/1955,
7653,Tanya van Graan,13/12/1983,
7654,Tao Okamoto,22/05/1985,
7655,Tara Fitzgerald,18/09/1967,
7656,Tara Platt,18/06/1978,
7657,Tara Strohmeier,,
7658,Tara Subkoff,10/12/1972,
7659,Taran Killam,01/04/1982,
7660,Taron Egerton,10/11/1989,
7661,Tarsem Singh,26/05/1961,
7662,Tasha Smith,28/02/1971,
7663,Tate Donovan,25/09/1963,
7664,Tate Taylor,03/06/1969,
7665,Tatiana Suarez-Pico,31/07/1981,
7666,Tatsuo Matsumura,18/12/1914,18/06/2005
7667,Tatum O'Neal,05/11/1963,
7668,Tatyana Ali,24/01/1979,
7669,Tawny Kitaen,05/08/1961,
7670,Tay Garnett,1894-06-13,03/10/1977
7671,Taylor Blackwell,,
7672,Taylor Cole,29/04/1984,
7673,Taylor Dooley,26/02/1993,
7674,Taylor Hackford,31/12/1944,
7675,Taylor Handley,01/06/1984,
7676,Taylor Lautner,11/02/1992,
7677,Taylor Negron,01/08/1957,10/01/2015
7678,Taylor Nichols,03/03/1959,
7679,Taylor Pigeon,,
7680,TchÃ©ky Karyo,04/10/1953,
7681,Teala Dunn,08/12/1996,
7682,Ted Cassidy,31/07/1932,16/01/1979
7683,Ted Danson,29/12/1947,
7684,Ted de Corsia,29/09/1905,11/04/1973
7685,Ted Demme,26/10/1963,13/01/2002
7686,Ted Kotcheff,07/04/1931,
7687,Ted Markland,15/01/1933,18/12/2011
7688,Ted Post,31/03/1918,20/08/2013
7689,Ted Raimi,14/12/1965,
7690,Ted Wass,27/10/1952,
7691,Teddy Chan,,
7692,Teddy Doloir,,
7693,Teddy Sears,06/04/1977,
7694,Telly Savalas,21/01/1922,22/01/1994
7695,Tempestt Bledsoe,01/08/1973,
7696,Temple Grandin,29/08/1947,
7697,Temuera Morrison,26/12/1960,
7698,Tencho Gyalpo,,
7699,Tenoch Huerta,,
7700,Tenzin Thuthob Tsarong,,
7701,Teo Halm,,
7702,Terence Bernie Hines,09/04/1969,
7703,Terence Davies,10/11/1945,
7704,Terence Hill,29/03/1939,
7705,Terence Maynard,,
7706,Terence Yin,19/05/1975,
7707,Terence Young,20/06/1915,07/09/1994
7708,Teresa Wright,27/10/1918,06/03/2005
7709,Teri Garr,11/12/1947,
7710,Teri Polo,01/06/1969,
7711,Terrance Zdunich,,
7712,Terrence Malick,30/11/1943,
7713,Terron R. Parsons,,
7714,Terry,30/11/1943,
7715,Terry Funk,30/06/1944,
7716,Terry George,20/12/1952,
7717,Terry Gilliam,22/11/1940,
7718,Terry Jones,01/02/1942,
7719,Terry Kinney,29/01/1954,
7720,Terry Kiser,01/08/1939,
7721,Terry O'Neill,,
7722,Terry Pheto,,
7723,Terry Walters,,
7724,Terry Zwigoff,18/05/1949,
7725,Terumi Matthews,06/07/1965,
7726,Teryl Rothery,09/11/1962,
7727,Tessa Thompson,03/10/1983,
7728,TesshÃ´ Genda,20/05/1948,
7729,Tetsu Watanabe,,
7730,Texas Battle,09/08/1976,
7731,Teyonah Parris,,
7732,Thaddeus O'Sullivan,,
7733,The Dalai Lama,06/07/1935,
7734,The Edge,08/08/1961,
7735,Thea Sharrock,,
7736,Thekla Reuten,16/09/1975,
7737,Thelma Ritter,14/02/1902,05/02/1969
7738,Theo James,16/12/1984,
7739,Theodore Bikel,02/05/1924,21/07/2015
7740,Theodore Melfi,,
7741,Theodore Witcher,,
7742,Theresa Merritt,24/09/1924,12/06/1998
7743,Theresa Randle,27/12/1964,
7744,Theresa Russell,20/03/1957,
7745,Thierry Harcourt,,
7746,Thom Mathews,28/11/1958,
7747,Thomas Bezucha,08/03/1964,
7748,Thomas Bo Larsen,27/11/1963,
7749,Thomas Brophy,,
7750,Thomas Carter,17/07/1953,
7751,Thomas F. Wilson,,
7752,Thomas Horn,,
7753,Thomas Ian Griffith,18/03/1962,
7754,Thomas Ian Nicholas,10/07/1980,
7755,Thomas Kretschmann,08/09/1962,
7756,Thomas L. Phillips,30/12/1974,
7757,Thomas Law,17/12/1992,
7758,Thomas Lennon,,
7759,Thomas Lilti,,
7760,Thomas McDonell,02/05/1986,
7761,Thomas Middleditch,10/03/1982,
7762,Thomas Mitchell,1892-07-11,17/12/1962
7763,Thomas Robinson,,
7764,Thomas Stroppel,,
7765,Thomas Vinterberg,19/05/1969,
7766,Thor Freudenthal,20/10/1972,
7767,ThorbjÃ¸rn Christoffersen,,
7768,Thure Lindhardt,24/12/1974,
7769,Ti West,05/10/1980,
7770,Tia Carrere,02/01/1967,
7771,Tiago Riani,,
7772,Tichina Arnold,28/06/1969,
7773,Tiffany Bolling,06/02/1947,
7774,Tiffany Dupont,22/03/1981,
7775,Tiffany Helm,12/05/1964,
7776,Tiffany Lamb,,
7777,Tika Sumpter,20/06/1980,
7778,Tim Abell,01/07/1958,
7779,Tim Bagley,17/08/1957,
7780,Tim Blake Nelson,11/05/1964,
7781,Tim Boxell,,
7782,Tim Burton,25/08/1958,
7783,Tim Chambers,,
7784,Tim Choate,11/10/1954,24/09/2004
7785,Tim Conway,15/12/1933,
7786,Tim Daly,01/03/1956,
7787,Tim DeKay,12/06/1963,
7788,Tim DeZarn,11/07/1952,
7789,Tim Fywell,03/10/1951,
7790,Tim Guinee,18/11/1962,
7791,Tim Gunn,29/07/1953,
7792,Tim Healy,29/01/1952,
7793,Tim Heidecker,03/02/1976,
7794,Tim Hill,,
7795,Tim Holmes,,
7796,Tim Hunter,15/06/1947,
7797,Tim Johnson,17/03/1965,
7798,Tim Matheson,31/12/1947,
7799,Tim McCanlies,,
7800,Tim McGraw,01/05/1967,
7801,Tim McInnerny,18/09/1956,
7802,Tim Meadows,05/02/1961,
7803,Tim Miller,28/02/1970,
7804,Tim Pigott-Smith,13/05/1946,
7805,Tim Rice,10/11/1944,
7806,Tim Robbins,16/10/1958,
7807,Tim Rose,17/07/1956,
7808,Tim Russ,22/06/1956,
7809,Tim Story,13/03/1970,
7810,Tim Thomerson,08/04/1946,
7811,Tim Williams,14/02/1966,
7812,TimothÃ©e Chalamet,,
7813,Timothy BjÃ¶rklund,,
7814,Timothy Bottoms,30/08/1951,
7815,Timothy Hines,,
7816,Timothy Hutton,16/08/1960,
7817,Timothy Patrick Quill,,
7818,Timothy Van Patten,10/06/1959,
7819,Timothy Webber,,
7820,Timothy West,20/10/1934,
7821,Timothy Woodward Jr.,,
7822,Timur Bekmambetov,25/06/1961,
7823,Tina Desai,,
7824,Tina Fey,18/05/1970,
7825,Tina Gilton,,
7826,Tina Gordon Chism,,
7827,Tina Louise,11/02/1934,
7828,Tina Turner,26/11/1939,
7829,Tippi Hedren,19/01/1930,
7830,Tisha Campbell-Martin,13/10/1968,
7831,Tiya Sircar,16/05/1982,
7832,Tjasa Ferme,,
7833,Tobe Hooper,25/01/1943,
7834,Tobey Maguire,27/06/1975,
7835,Tobias Menzies,07/03/1974,
7836,Toby Hemingway,28/05/1983,
7837,Toby Huss,09/12/1966,
7838,Toby Jones,07/09/1966,
7839,Toby Leonard Moore,,
7840,Toby Stephens,21/04/1969,
7841,Tod Fennell,18/10/1984,
7842,Tod Williams,27/09/1968,
7843,Todd Allen,,
7844,Todd Boyce,,
7845,Todd Bridges,27/05/1965,
7846,Todd Field,24/02/1964,
7847,Todd Giebenhain,27/11/1974,
7848,Todd Graff,22/10/1959,
7849,Todd Haynes,02/01/1961,
7850,Todd Lincoln,18/07/1976,
7851,Todd Louiso,27/01/1970,
7852,Todd Phillips,20/12/1970,
7853,Todd Solondz,15/10/1959,
7854,Todd Stashwick,16/10/1968,
7855,Todd Strauss-Schulson,24/06/1980,
7856,Todd Susman,17/01/1947,
7857,Togo Igawa,26/09/1946,
7858,Tom Amandes,09/03/1959,
7859,Tom Ardavany,,
7860,Tom Arnold,06/03/1959,
7861,Tom Atkins,13/11/1935,
7862,Tom Berenger,31/05/1949,
7863,Tom Bosley,01/10/1927,19/10/2010
7864,Tom Bower,03/01/1938,
7865,Tom Brady,,
7866,Tom Burke,,
7867,Tom Burlinson,14/02/1956,
7868,Tom Cavanagh,26/10/1963,
7869,Tom Conti,22/11/1941,
7870,Tom Cruise,03/07/1962,
7871,Tom Cullen,17/07/1985,
7872,Tom Dey,,
7873,Tom DiCillo,14/08/1953,
7874,Tom Dreesen,,
7875,Tom E. Nicholson,,
7876,Tom Elkins,,
7877,Tom Everett,21/10/1948,
7878,Tom Everett Scott,07/09/1970,
7879,Tom Ford,27/08/1961,
7880,Tom Goodman-Hill,,
7881,Tom Gormican,,
7882,Tom Green,30/07/1971,
7883,Tom Guiry,12/10/1981,
7884,Tom Hamann,,
7885,Tom Hanks,09/07/1956,
7886,Tom Hardy,15/09/1977,
7887,Tom Holland,01/06/1996,
7888,Tom Hollander,25/08/1967,
7889,Tom Hooper,05/10/1972,
7890,Tom Hughes,,
7891,Tom Hulce,06/12/1953,
7892,Tom Kalin,,
7893,Tom Kane,15/04/1962,
7894,Tom McCarthy,07/06/1966,
7895,Tom McGrath,07/08/1964,
7896,Tom McLoughlin,,
7897,Tom Noonan,12/04/1951,
7898,Tom Putnam,25/03/1972,
7899,Tom Reeve,,
7900,Tom Sanchez,14/07/1981,
7901,Tom Schulman,20/10/1950,
7902,Tom Seidman,,
7903,Tom Selleck,29/01/1945,
7904,Tom Shadyac,11/12/1958,
7905,Tom Sizemore,29/11/1961,
7906,Tom Skerritt,25/08/1933,
7907,Tom Stedham,,
7908,Tom Sturridge,21/12/1985,
7909,Tom Tykwer,23/05/1965,
7910,Tom Vaughan,05/09/1969,
7911,Tom Virtue,19/11/1957,
7912,Tom Waits,07/12/1949,
7913,Tom Walsh,,
7914,Tom Welling,26/04/1977,
7915,Tom Wilkinson,05/02/1948,
7916,Tomas Alfredson,01/04/1965,
7917,TÃ³mas Lemarquis,03/08/1977,
7918,Tomiwa Edun,,
7919,Tomm Moore,07/01/1977,
7920,Tommy Knight,22/01/1993,
7921,Tommy Lee Jones,15/09/1946,
7922,Tommy Lee Wallace,06/09/1949,
7923,Tommy O'Haver,24/10/1968,
7924,Tommy O'Reilly,,
7925,Tommy Oliver,,
7926,Tommy Pallotta,25/05/1968,
7927,Tommy Sheppard,,
7928,Tommy the Clown,,
7929,Tommy Wirkola,06/12/1979,
7930,Toni Braxton,07/10/1967,
7931,Toni Servillo,09/08/1959,
7932,Tony Alva,,
7933,Tony Amendola,24/08/1951,
7934,Tony Bancroft,,
7935,Tony Bennett,03/08/1926,
7936,Tony Bill,23/08/1940,
7937,Tony Bonner,23/11/1943,
7938,Tony Chiu Wai Leung,27/06/1962,
7939,Tony Corvillo,,
7940,Tony Cox,,
7941,Tony Curran,13/12/1969,
7942,Tony Danza,21/04/1951,
7943,Tony Devon,05/12/1951,
7944,Tony Doupe,,
7945,Tony Ganios,21/10/1959,
7946,Tony Giglio,,
7947,Tony Gilroy,11/09/1956,
7948,Tony Goldwyn,20/05/1960,
7949,Tony Jaa,05/02/1976,
7950,Tony Jay,02/02/1933,13/08/2006
7951,Tony Kaye,,
7952,Tony Kgoroge,,
7953,Tony Krantz,,
7954,Tony Lo Bianco,19/10/1936,
7955,Tony Maylam,26/05/1943,
7956,Tony Nappo,,
7957,Tony Noble,,
7958,Tony Plana,19/04/1952,
7959,Tony Richardson,05/06/1928,14/11/1991
7960,Tony Scott,21/06/1944,19/08/2012
7961,Tony Way,07/10/1978,
7962,Tonya Lee Williams,12/07/1958,
7963,Topher Grace,12/07/1978,
7964,Topol,09/09/1935,
7965,Torey Michael Adkins,,
7966,Tori Spelling,16/05/1973,
7967,Tovah Feldshuh,27/12/1953,
7968,Tracey Walter,25/11/1947,
7969,Traci Dinwiddie,22/12/1973,
7970,Traci Lords,07/05/1968,
7971,Tracie Thoms,19/08/1975,
7972,Tracy Camilla Johns,12/04/1963,
7973,Tracy Letts,04/07/1965,
7974,Tracy Middendorf,26/01/1970,
7975,Tracy Morgan,10/11/1968,
7976,Tran Anh Hung,23/12/1962,
7977,Travis Aaron Wade,27/09/1975,
7978,Travis Betz,16/12/1976,
7979,Travis Cluff,,
7980,Travis Legge,,
7981,Travis Myers,,
7982,Travis Romero,12/10/1971,
7983,Travis Smith,,
7984,Travis Zariwny,,
7985,Traylor Howard,14/06/1966,
7986,Treat Williams,01/12/1951,
7987,Trent Cooper,,
7988,Trent Ford,15/01/1979,
7989,Trenton Rostedt,27/08/1980,
7990,Trevor Blumas,16/10/1984,
7991,Trevor Howard,29/09/1913,07/01/1988
7992,Trevor Morgan,26/11/1986,
7993,Trey Loney,,
7994,Trey Parker,19/10/1969,
7995,Trieu Tran,,
7996,Trine Dyrholm,15/04/1972,
7997,Trish Basinger,,
7998,Tristan Mack Wilds,15/07/1989,
7999,Troy Duffy,08/06/1971,
8000,Troy Evans,16/02/1948,
8001,Troy Garity,07/07/1973,
8002,Troy Miller,,
8003,Troy Nixey,,
8004,Tshewang Dendup,,
8005,Tsianina Joelson,16/01/1975,
8006,Tuck Tucker,,
8007,Tucker Albrizzi,,
8008,Tucker Smallwood,22/02/1944,
8009,Tuesday Knight,17/02/1969,
8010,Tulku Jamyang Kunga Tenzin,,
8011,Tung-Shing Yee,28/12/1957,
8012,Tuppence Middleton,21/02/1987,
8013,Ty Burrell,22/08/1967,
8014,Ty Olsson,28/01/1974,
8015,Ty Parker,19/10/1998,
8016,Tye Sheridan,11/11/1996,
8017,Tygo Gernandt,07/04/1974,
8018,Tyler Hilton,22/11/1983,
8019,Tyler James Williams,09/10/1992,
8020,Tyler Labine,29/04/1978,
8021,Tyler Mane,08/12/1966,
8022,Tyler Oliver,,
8023,Tyler Perry,14/09/1969,
8024,Tyra Banks,04/12/1973,
8025,Tyrone Benskin,29/12/1958,
8026,Tyrone Giordano,18/04/1976,
8027,Tyrone Keogh,,
8028,Tyrone Power,05/05/1914,15/11/1958
8029,Tzi Ma,,
8030,U. Roberto Romano,,01/11/2013
8031,Uday Chopra,05/01/1973,
8032,Udayan Prasad,,
8033,Udo Kier,14/10/1944,
8034,Uli Edel,11/04/1947,
8035,Ulrich MÃ¼he,,
8036,Ulrich Thomsen,06/12/1963,
8037,Ulrich Tukur,29/07/1957,
8038,Ulu Grosbard,09/01/1929,19/03/2012
8039,Unax Ugalde,27/11/1978,
8040,Ursula Andress,19/03/1936,
8041,Usher Raymond,14/10/1978,
8042,Uwe Boll,22/06/1965,
8043,Vadim Perelman,,
8044,Val Kilmer,31/12/1959,
8045,Valarie Pettiford,08/07/1960,
8046,Valente Rodriguez,14/02/1961,
8047,Valentin Golubenko,08/10/1940,
8048,Valentine,1895-02-14,16/11/1971
8049,Valeri Milev,,
8050,Valeria Golino,22/10/1965,
8051,Valerie Cruz,18/07/1976,
8052,ValÃ©rie Lemercier,09/03/1964,
8053,Valerie Perri,,
8054,Valerie Tian,21/04/1989,
8055,Vanesa Tomasino,13/10/1981,
8056,Vanessa Angel,10/11/1966,
8057,Vanessa Aspillaga,16/09/1972,
8058,Vanessa Ferlito,28/12/1977,
8059,Vanessa Hessler,21/01/1988,
8060,Vanessa Lee Chester,02/07/1984,
8061,Vanessa Lengies,21/07/1985,
8062,Vanessa Marshall,19/10/1969,
8063,Vanessa Martinez,19/06/1979,
8064,Vanessa Matsui,,
8065,Vanessa Ray,24/06/1981,
8066,Vanessa Redgrave,30/01/1937,
8067,Vanessa Williams,18/03/1963,
8068,Vanessa Zima,29/03/1983,
8069,Vanilla Ice,31/10/1967,
8070,Vanity,04/01/1959,15/02/2016
8071,Vanna Bonta,03/04/1958,08/07/2014
8072,Vanna White,18/02/1957,
8073,Vauxhall Jermaine,,
8074,Velibor Topic,,
8075,Venida Evans,02/09/1947,
8076,Venus Schultheis,,
8077,Vera Farmiga,06/08/1973,
8078,Vera Miles,23/08/1929,
8079,Vera Ngassa,,
8080,Vera Wilson,,
8081,Verne Troyer,01/01/1969,
8082,Vernee Watson,14/01/1954,
8083,Vernon Dobtcheff,14/08/1934,
8084,Vernon Wells,31/12/1945,
8085,Veronica Cartwright,20/04/1949,
8086,Veronica Ferres,10/06/1965,
8087,Veronica Taylor,04/12/1965,
8088,Veronika Dash,,
8089,Veronika Vernadskaya,07/05/1995,
8090,Vic Armstrong,05/10/1946,
8091,Vic Aviles,10/12/1970,
8092,Vic Mignogna,27/08/1962,
8093,Vic Morrow,14/02/1929,23/07/1982
8094,Vic Sarin,,
8095,Vic Waghorn,,
8096,Vicente Amorim,,
8097,Vicky Jenson,,
8098,Vicky Jewson,,
8099,Vicky Krieps,04/10/1983,
8100,Victor Buono,03/02/1938,01/01/1982
8101,Victor Fleming,1889-02-23,06/01/1949
8102,Victor Mature,29/01/1913,04/08/1999
8103,Victor McLaglen,1886-12-10,07/11/1959
8104,Victor Nunez,,
8105,Victor Rasuk,15/01/1984,
8106,Victor Rivers,,
8107,Victor Salva,29/03/1958,
8108,Victor Webster,07/02/1973,
8109,Victor Wong,,
8110,Victor Zinck Jr.,,
8111,Victoria Beckham,17/04/1974,
8112,Victoria Jackson,02/08/1959,
8113,Victoria Lachelle,,
8114,Victoria Learn,01/05/2002,
8115,Victoria Leigh,,
8116,Victoria Smurfit,31/03/1974,
8117,Victoria Thaine,,
8118,Vidhu Vinod Chopra,,
8119,Vidya Balan,01/01/1979,
8120,Viggo Mortensen,20/10/1958,
8121,Vijay Chandar,,
8122,Vin Diesel,18/07/1967,
8123,Vince Colosimo,06/11/1966,
8124,Vince Corazza,06/12/1972,
8125,Vince McMahon,24/08/1945,
8126,Vince Vieluf,10/11/1970,
8127,Vincent Chimato,,
8128,Vincent De Paul,14/09/1954,
8129,Vincent Duvall,,
8130,Vincent Gallo,11/04/1961,
8131,Vincent Guastaferro,06/04/1950,
8132,Vincent Kartheiser,05/05/1979,
8133,Vincent Leclerc,,
8134,Vincent Paronnaud,,
8135,Vincent Pastore,14/07/1946,
8136,Vincent Perez,10/06/1964,
8137,Vincent Regan,16/05/1965,
8138,Vincent Schiavelli,11/11/1948,26/12/2005
8139,Vincent Walsh,04/02/1972,
8140,Vincent Ward,16/02/1956,
8141,Vincente Minnelli,28/02/1903,25/07/1986
8142,Vincenzo Natali,06/01/1969,
8143,Vinessa Shaw,19/07/1976,
8144,Violante Placido,01/05/1976,
8145,Vipul Amrutlal Shah,,
8146,Virginia Capers,22/09/1925,06/05/2004
8147,Virginia Leith,15/10/1932,
8148,Virginia Madsen,11/09/1961,
8149,Virginie Ledoyen,15/11/1976,
8150,Vivek Agnihotri,,
8151,Vivian Lamolli,,
8152,Vivica A. Fox,30/07/1964,
8153,Vlad Ivanov,04/08/1969,
8154,Vladimir Garin,25/01/1987,24/06/2003
8155,Vladimir Kulich,14/07/1956,
8156,Vladlen Barbe,08/03/1960,
8157,Vondie Curtis-Hall,30/09/1950,
8158,W. Earl Brown,07/09/1963,
8159,W.D. Hogan,,
8160,Wade Gasque,,
8161,Wade Williams,24/12/1961,
8162,Wagner Moura,27/06/1976,
8163,Wai-Keung Lau,04/04/1960,
8164,Wajahat Rauf,,
8165,Wale Ojo,,
8166,Wallace Wolodarsky,,
8167,Wally Pfister,08/07/1961,
8168,Walt Becker,16/09/1968,
8169,Walter Brennan,1894-07-25,21/09/1974
8170,Walter Connolly,1887-04-08,28/05/1940
8171,Walter Hendrix III,,
8172,Walter Hill,10/01/1942,
8173,Walter Koenig,14/09/1936,
8174,Walter Lang,12/11/1965,
8175,Walter Long,12/11/1965,
8176,Walter Masterson,,
8177,Walter Murch,12/07/1943,
8178,Walter Pidgeon,1897-09-23,25/09/1984
8179,Walter Salles,12/04/1956,
8180,Wanda Sykes,07/03/1964,
8181,Ward G. Smith,06/07/1983,
8182,Ward Roberts,01/09/1978,
8183,Waris Ahluwalia,,
8184,Warren Beatty,30/03/1937,
8185,Warren Christie,04/11/1975,
8186,Warren Clarke,26/04/1947,12/11/2014
8187,Warren Oates,05/07/1928,03/04/1982
8188,Warren P. Sonoda,,
8189,Warren Sheppard,,
8190,Wayne Beach,,
8191,Wayne Brady,02/06/1972,
8192,Wayne Knight,07/08/1955,
8193,Wayne Kramer,,
8194,Wayne Pygram,13/10/1959,
8195,Wayne Thornley,,
8196,Wayne Wang,12/01/1949,
8197,Wei Tang,07/10/1979,
8198,Wei Zhao,12/03/1976,
8199,Wendee Lee,20/02/1960,
8200,Wendell Pierce,08/12/1963,
8201,Wendi McLendon-Covey,10/10/1969,
8202,Wendie Malick,13/12/1950,
8203,Wendy Crewson,09/05/1956,
8204,Wendy Raquel Robinson,25/07/1967,
8205,Werner Herzog,05/09/1942,
8206,Wes Anderson,01/05/1969,
8207,Wes Ball,,
8208,Wes Craven,02/08/1939,30/08/2015
8209,Wes Studi,17/12/1947,
8210,Wesley Jonathan,18/10/1978,
8211,Whit Bissell,25/10/1909,05/03/1996
8212,Whit Spurgeon,,
8213,Whit Stillman,25/01/1952,
8214,Whitney Able,02/06/1982,
8215,Wil Shriner,06/12/1953,
8216,Wilbur 'Hi-Fi' White,08/09/1923,
8217,Wilford Brimley,27/09/1934,
8218,Wilhelm von Homburg,25/08/1940,10/03/2004
8219,Will Beinbrink,,
8220,Will Canon,,
8221,Will Estes,21/10/1978,
8222,Will Ferrell,16/07/1967,
8223,Will Finn,,
8224,Will Forte,17/06/1970,
8225,Will Geer,09/03/1902,22/04/1978
8226,Will Gluck,,
8227,Will Oldham,24/12/1970,
8228,Will Patton,14/06/1954,
8229,Will Rothhaar,12/01/1987,
8230,Will Smith,25/09/1968,
8231,Will Wright,,
8232,Will.i.am,15/03/1975,
8233,Willard Huyck,08/09/1945,
8234,William A. Fraker,29/09/1923,31/05/2010
8235,William A. Graham,15/05/1926,12/09/2013
8236,William Abadie,,
8237,William Arntz,,
8238,William Atherton,30/07/1947,
8239,William Baldwin,21/02/1963,
8240,William Bassett,28/12/1935,
8241,William Bindley,,
8242,William Brent Bell,,
8243,William Butler,18/12/1940,
8244,William Condos,22/10/1955,
8245,William Cottrell,19/11/1906,22/12/1995
8246,William Dear,,
8247,William Devane,05/09/1939,
8248,William Eubank,,
8249,William Friedkin,29/08/1935,
8250,William Gates,,
8251,William Gazecki,,
8252,William H. Macy,13/03/1950,
8253,William Hickey,19/09/1927,29/06/1997
8254,William Holden,17/04/1918,16/11/1981
8255,William Hootkins,05/07/1948,23/10/2005
8256,William Hurt,20/03/1950,
8257,William Joseph Elk III,15/07/1970,
8258,William Katt,16/02/1951,
8259,William Kaufman,,
8260,William Kircher,,
8261,William Lee Scott,06/07/1973,
8262,William Lucking,17/06/1941,
8263,William Malone,,
8264,William Mapother,17/04/1965,
8265,William McNamara,31/03/1965,
8266,William Miller,14/06/1959,
8267,William Morgan Sheppard,24/08/1932,
8268,William Petersen,21/02/1953,
8269,William Phillips,28/09/1934,17/12/2014
8270,William Ragsdale,19/01/1961,
8271,William Sachs,,
8272,William Sanderson,21/09/1979,
8273,William Schallert,06/07/1922,08/05/2016
8274,William Shatner,22/03/1931,
8275,William Shimell,23/09/1952,
8276,William Shockley,17/09/1963,
8277,William Smith,,
8278,William Windom,28/09/1923,16/08/2012
8279,William Wyler,01/07/1902,27/07/1981
8280,William Xifaras,,
8281,William Zabka,20/10/1965,
8282,Willie Garson,20/02/1964,
8283,Willie Nelson,30/04/1933,
8284,Willow Smith,31/10/2000,
8285,Wilson Cruz,27/12/1973,
8286,Wilson Guerrero,,
8287,Wilson Yip,,
8288,Windell Middlebrooks,08/01/1979,09/03/2015
8289,Winter Ave Zoli,,
8290,Wolfgang Becker,22/06/1954,
8291,Wolfgang Petersen,14/03/1941,
8292,Wolfgang Preiss,27/02/1910,27/11/2002
8293,Woo-hee Chun,20/04/1987,
8294,Woo-Suk Kang,10/11/1960,
8295,Woo-sung Jung,11/03/1978,
8296,Wood Harris,17/10/1969,
8297,Woody Allen,01/12/1935,
8298,Woody Strode,25/07/1914,31/12/1994
8299,Wray Crawford,,
8300,Wych Kaosayananda,,
8301,Xander Berkeley,16/12/1955,
8302,Xavier Beauvois,20/03/1967,
8303,Xavier Gens,27/04/1975,
8304,Ximena Ayala,,
8305,Xinhua Jiang,,
8306,Xzibit,18/09/1974,
8307,Yaakov Peri,,
8308,Yangzom Brauen,,
8309,Yaphet Kotto,15/11/1939,
8310,Yarrow Cheney,,
8311,Yash Chopra,27/09/1932,21/10/2012
